pat_id,birth_date,death_date,ssn,drivers,passport,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,prior_opioid_abuse_diag
daa27b74-43b0-43f7-8f70-99cd2401fc59,1981-01-28,,999-36-7711,S99965894,X72395805X,Mr.,Gerardo48,Alfaro627,,,M,black,dominican,M,London,873 Zieme Orchard Suite 69 Warren Ohio 44430 US,1
89ca0c16-e5b6-4dea-b870-65826d5de1b8,2008-05-05,,999-13-7084,,,,Mike230,Wintheiser220,,,,black,african,M,Columbus,238 Toy Gateway Apt 80 Olmsted Falls Ohio 44017 US,0
2fd57aa3-c31e-45fc-90bd-67afff5266df,1980-07-31,,999-96-3416,S99959604,X39650391X,Mr.,Marcelino726,Mann644,,,M,white,irish,M,Westerville,1054 Mraz Flat Columbus Ohio 43002 US,0
0c045800-4958-422b-921e-ae8ea6290e89,1995-11-18,,999-97-8357,S99996668,X89866190X,Ms.,Arianne988,Zieme486,,,,white,french,F,Columbus,270 Berge Fork Austintownship Ohio  US,0
c0122cf7-d5ab-490a-af63-7e88873ac2e1,1974-07-02,,999-16-1288,S99937925,X30979166X,Mr.,Brett333,Mertz280,,,S,white,polish,M,Cleveland,360 Kozey Fort Cincinnati Ohio 45202 US,0
6281f35b-574b-44f3-9a40-698259c99078,1957-01-05,,999-91-3239,S99918995,X40516013X,Mrs.,Danette111,Bogisich202,,Kozey370,M,white,italian,F,Minster village,544 Beier Ranch Apt 52 Cleveland Ohio 44101 US,0
43daf7da-a678-4b54-8701-2768965f9c42,1980-09-20,,999-19-8137,S99941047,X35588749X,Mr.,Hans694,Klein929,,,M,black,african,M,McConnelsville village,992 Skiles Highlands Upper Arlington Ohio 43212 US,1
8a201ab6-33e0-4fc9-966b-f161f00e1225,1995-07-07,,999-13-2443,S99964252,X10912241X,Ms.,Beatriz277,Soto31,,,,black,west_indian,F,Columbus,153 Auer Rest Suite 10 Waterlooship Ohio  US,0
d4ed55c8-9df2-4414-bf78-3dc45377f879,2003-05-28,,999-39-8597,,,,Caroline183,Homenick806,,,,white,american,F,Niles,1085 Waelchi Well Delhiship Ohio  US,0
d6beb73b-26f8-41e5-84b6-e2bbdb08ee82,1961-01-17,,999-77-1314,S99927391,X75825376X,Mr.,Juan88,Ochoa950,,,S,black,dominican,M,Unionship,255 McCullough Mews Parma Ohio 44109 US,0
58fa46cb-f7e0-45f5-b5e0-8e7e8c70b169,1998-11-26,,999-88-7800,S99994062,,Mr.,Danilo179,Yundt842,,,,white,irish,M,New Philadelphia,456 Zieme Promenade Suite 23 Brecksville Ohio 44141 US,1
8b74a5f1-db60-492f-b29d-00b7c8283222,2014-12-31,,999-97-5934,,,,Inocencia535,Reichel38,,,,black,african,F,Barberton,448 Hahn Mission Riverside Ohio 45403 US,0
2d4aa1f9-ebc1-4e8c-b72a-820a66d62629,1969-05-19,,999-43-3300,S99947965,X44439620X,Mrs.,Janell58,Ernser583,,DuBuque211,M,black,african,F,Cincinnati,375 Schaefer Divide Toledo Ohio 43537 US,1
410c493c-220e-4396-9f8c-d35a1813aa9b,1919-07-21,2004-02-16,999-11-1452,S99932152,X19731355X,Mrs.,Fidela881,Daugherty69,,Farrell962,M,white,english,F,Cleveland,841 Reilly Bypass Unit 89 Andersonship Ohio  US,0
eac29572-5d66-4dcb-997c-4d44f8859359,1967-05-09,,999-52-2796,S99943287,X80976822X,Mr.,Teodoro374,Pfannerstill264,,,S,white,swedish,M,Mount Vernon,963 Lang Lane Columbus Ohio 43002 US,0
92e5101c-6cb2-46b1-af9e-7170ba757d01,1975-10-09,1976-02-12,999-29-6399,,,,Christopher407,MacGyver246,,,,white,american,M,Rileyship,953 Lindgren Trailer Apt 93 Powell Ohio 43065 US,0
10442274-7a2d-48e2-87af-3648f47a2605,2008-10-29,,999-70-2565,,,,Cherly215,Dach178,,,,white,english,F,Austintownship,427 Hane Crossing Suite 44 Andersonship Ohio  US,1
ec9eea85-68e4-4628-a66d-64e010fd9718,1993-07-28,,999-19-3608,S99953419,X68203927X,Mr.,Tyron580,Bartoletti50,,,,white,french_canadian,M,Cincinnati,272 Cole Lane Unit 25 Columbus Ohio 43002 US,1
9d4ec450-83da-42e8-92a3-3b43823f13c0,2013-03-22,,999-17-1740,,,,Jorge203,Jaime666,,,,black,west_indian,M,Kenton,277 Wiegand Tunnel Strongsville Ohio 44136 US,1
25de351b-2dfa-4dcc-b67b-02eb50a24c99,2008-09-16,,999-47-4629,,,,Miguel815,Saldivar860,,,,hispanic,puerto_rican,M,Ontario,153 Balistreri Crossroad Apt 12 Powell Ohio 43065 US,1
a771e107-c50b-434b-ae0b-0f12a40c8eea,1954-05-06,,999-13-1232,S99915268,X11037872X,Mr.,David908,Menéndez746,,,S,black,dominican,M,Niles,260 Greenfelder Corner Unit 45 Toledo Ohio 43537 US,1
32e3354a-324a-4225-bf98-d73647e4e76d,1967-03-27,,999-13-4978,S99945079,X3743850X,Ms.,Shery223,Reichel38,,,S,white,italian,F,Portership,152 Tremblay Flat Erieship Ohio  US,0
2990c207-fb1e-4506-ae2b-140b7641097e,1979-12-27,,999-88-6404,S99952071,X17958512X,Mrs.,Ericka421,Hudson301,,Gleichner915,M,white,italian,F,Mansfield,168 Marvin Byway Suite 32 Perkinsship Ohio  US,0
45eb36cb-ff38-4bb7-aca5-b82d562d9ebc,1975-07-03,1979-09-06,999-49-4618,,,,Antone63,Skiles927,,,,white,french,M,Warrensville Heights,717 Frami Heights Apt 36 Cleveland Ohio 44101 US,1
f4b95b93-e960-4168-a215-ec9abb9b7f64,2009-05-19,,999-80-2583,,,,Emely698,Heidenreich818,,,,white,italian,F,Columbus,669 Oberbrunner Dale Apt 27 Oregon Ohio 43605 US,0
31a86ad6-a874-47c7-b46e-d8ae224f7f25,1959-04-27,,999-35-3752,S99988191,X64539433X,Mrs.,Dolores502,Crespo500,,Aguilera202,M,black,dominican,F,Solon,1057 Beahan Crossing Apt 8 Sycamoreship Ohio  US,1
3ce630e0-121c-4306-9fd9-3f2561906540,2013-08-03,,999-54-6610,,,,Son314,Koch169,,,,white,german,M,Springfield,581 Morar Plaza Suite 86 Newark Ohio 43023 US,0
d5268335-a35f-4c84-a232-d65e4cb94805,2017-05-12,,999-11-9035,,,,Mickey576,Hoeger474,,,,white,english,M,Ballvilleship,139 Zboncak Divide Findlay Ohio 45840 US,0
7dc474f5-b620-4403-90a3-f4b41c97f8be,1945-08-21,2017-11-15,999-66-4608,S99956779,X46283109X,Mrs.,Rosalia943,Runolfsdottir785,,Bauch723,M,white,irish,F,East Palestine village,712 Rippin Junction Unit 35 Columbus Ohio 43002 US,0
8829a62b-244e-467f-bb77-a58575598cf0,1969-06-26,,999-62-4479,S99949808,X5165833X,Mr.,Aron520,Hammes673,,,S,white,irish,M,Oakwood,181 Hudson Hollow Suite 42 Garfield Heights Ohio 44105 US,0
a6395bf7-8bed-46ed-a414-9a3fb2a0f56c,1995-03-20,,999-62-1824,S99965634,X20623927X,Mr.,Hosea56,Oberbrunner298,,,,white,french,M,Lorain,974 Nicolas Annex Unit 57 Cleveland Ohio 44101 US,1
45bf5bc9-341f-41fb-9531-490c6e36fdcc,1956-01-13,,999-25-1258,S99910923,X80089697X,Mr.,Osvaldo336,Bednar518,,,M,white,american,M,Liverpoolship,515 Brown Run Unit 61 Bathship Ohio  US,0
201cf50a-3d72-486d-90fb-2dd0afcd1780,1964-11-23,,999-17-4476,S99997393,X87044235X,Mrs.,Lashay246,Moen819,MD,Langworth352,M,white,italian,F,Willard,135 Kemmer Junction Unit 62 Oakwood Ohio 44146 US,0
785b1fe8-392f-4089-a958-1e748007e44e,2000-06-16,,999-64-5805,S99924597,,,Manuela585,Viera553,,,,black,dominican,F,Piqua,195 Keeling Mews Toledo Ohio 43537 US,0
8e99e9a1-3ba7-4fed-a54c-c221bf44f501,1989-08-14,,999-89-9196,S99921850,X84911898X,Mrs.,Ashanti808,Runte676,,Wolf938,M,black,west_indian,F,North Royalton,394 Robel Loaf Columbus Ohio 43002 US,1
c12894af-6272-4dc7-8d31-e7fb8a5d1420,1999-11-25,,999-95-6675,S99976949,,Mr.,Judson999,Schinner682,,,,white,italian,M,Bedford,173 Prosacco Passage Unit 74 Lakewood Ohio 44107 US,1
c54272f6-5b81-4fbe-9d67-6b6524723d03,1984-05-24,,999-53-2556,S99994054,X2563467X,Mrs.,Aja848,Shanahan202,,Jacobi462,M,white,irish,F,Brecksville,960 Pollich Esplanade Mentor Ohio 44060 US,0
6ad61307-b826-48c5-a15d-fc2f3a4afea3,1966-10-17,,999-46-1154,S99926319,X27239532X,Mrs.,Mark765,Rolfson709,,Botsford977,M,asian,asian_indian,F,Columbus,898 Kris Meadow Zanesville Ohio 43701 US,1
5996ca3a-ba63-4d15-9a3e-3da31aabcf44,2015-05-09,,999-99-1157,,,,Juan88,Reinger292,,,,white,english,M,Columbus,376 Leffler Crossroad Conneaut Ohio 44030 US,0
79ddb461-4342-4baa-99c1-caba7a15e4c9,1945-11-10,,999-42-9859,S99911670,X84684828X,Mrs.,Kimberlie352,Strosin214,,Simonis280,M,white,irish,F,Cincinnati,182 Moen Park Chardon Ohio 44024 US,0
f5d82ef1-7d90-4dbf-a3ae-b258fd91b69c,1963-10-02,,999-34-2225,S99994825,X41388910X,Mr.,Orval846,Greenholt190,,,M,white,italian,M,Parma,612 Hayes Forge Unit 63 Mantuaship Ohio  US,1
49440f6b-6ebb-4933-ac14-dcb4ed7bd557,1960-11-29,,999-64-8227,S99934719,X70477219X,Mr.,Raymond398,Mann644,,,M,white,portuguese,M,Euclid,731 Carter Fork Kettering Ohio 45409 US,1
8fb1d828-3b36-4571-a8cd-852e1c71c380,2004-03-04,,999-51-6101,,,,Carry843,Smith67,,,,white,german,F,Fremont,517 Bergstrom Esplanade Apt 62 Cleveland Ohio 44101 US,1
e760d643-94f9-419b-8634-5f2d83d7dff9,1979-03-19,,999-42-9826,S99957777,X85973375X,Mrs.,Ressie457,Kozey370,,Glover433,M,white,french,F,Hamilton,547 Wiegand Wall Unit 14 Miamiship Ohio  US,0
47136647-c6bd-40a9-939e-8f001b3ae600,1985-02-18,,999-98-5984,S99946782,X56226938X,Mrs.,Tomika243,Walsh511,,Bernhard322,M,black,african,F,Sylvania,646 Erdman Trail Toledo Ohio 43537 US,1
4d258250-c1fb-4143-9842-1f0faec937eb,1998-03-10,,999-67-3497,S99954183,X70067167X,Ms.,Yoshie761,Bailey598,,,,white,irish,F,Akron,577 Hintz Green Unit 32 Clayton Ohio 45309 US,1
aeb26b65-23b2-4190-a549-51b4de0351e7,1968-08-03,,999-34-9540,S99948354,X42657910X,Mr.,Franklin857,Zieme486,,,M,white,french,M,Lima,934 Rowe Stravenue Suite 77 Columbus Ohio 43002 US,0
deb31e75-86bf-4e2f-9d51-1790e6b2ccb0,2013-01-12,,999-98-4309,,,,Sydney660,Kessler503,,,,white,polish,M,Cleveland Heights,460 Aufderhar Avenue Columbus Ohio 43002 US,0
a38359e2-030e-49f4-848d-725e407c99a5,1995-03-22,,999-46-9855,S99983720,X64290856X,Mr.,Tyrell880,Smith67,,,,white,french,M,Columbus,939 Metz Vale Apt 79 Hamilton Ohio 45011 US,0
5154e043-251e-438d-8403-3d46fad316ef,1949-07-13,,999-58-4453,S99977954,X87066597X,Mrs.,Floria545,Nitzsche158,,Reichert620,M,white,german,F,Cincinnati,140 Schowalter Mill Unit 69 Elyria Ohio 44035 US,0
bbd02945-1116-44d3-bb13-3b6e46d561c4,1997-02-09,,999-81-6294,S99929032,X71768322X,Ms.,Delphine397,Boyer713,,,,white,irish,F,Oxford,462 Dare Avenue Tiffin Ohio 44883 US,0
5d9e59f4-5ed4-4465-a915-c538396c05a3,1992-10-21,,999-15-8649,S99974672,X69307346X,Ms.,Eleanor470,Douglas31,,,,white,french,F,Akron,829 Kuhlman Road Bexley Ohio 43209 US,0
409a274e-8c9d-47d8-afd6-ca77cc80cccc,1944-05-10,,999-26-2667,S99971440,X23411089X,Mr.,Jimmie93,Adams676,,,M,white,german,M,New Philadelphia,394 Schneider Crossroad Suite 82 Cincinnati Ohio 45202 US,1
fc2eeb5e-8bfd-4b69-be52-ed66c301b52f,1971-03-14,,999-12-8240,S99966416,X58936135X,Mrs.,Evelyne208,Prohaska837,,Orn563,M,white,irish,F,Cincinnati,562 Mertz Burg Apt 6 Akron Ohio 44203 US,1
35c42b76-fae7-4d20-8374-582e291daa6b,1969-09-03,,999-14-5930,S99987962,X54616797X,Mrs.,Alma679,Schneider199,,Bernhard322,M,white,irish,F,Toledo,306 Bernhard Throughway Cincinnati Ohio 45202 US,1
9e3da882-69c8-4d23-9c42-295ff3eebb3a,2005-02-11,,999-98-3117,,,,Jodie811,Wuckert783,,,,white,german,F,Brunswick,1025 Schneider Vale Columbus Ohio 43002 US,1
f28e8133-a550-4818-8139-cbe138df291c,2013-05-29,,999-10-8668,,,,Dirk334,Denesik803,,,,white,english,M,Columbus,504 Kirlin Plaza Apt 23 Montgomeryship Ohio  US,1
1b5a3caa-b7fd-43c1-b864-477f034c7e40,1977-03-26,,999-52-6308,S99994098,X23625793X,Mrs.,Chun678,Corwin846,,Kessler503,M,white,irish,F,Freedomship,252 Lubowitz Alley Unit 67 Euclid Ohio 44117 US,0
4cfd13d6-dadd-4945-af51-419b6edb0b2c,1997-09-26,,999-75-6020,S99976050,X25816046X,Ms.,Matha641,Schamberger479,,,,white,portuguese,F,Euclid,871 Fay Light Unit 26 Portsmouth Ohio 45662 US,0
f5f3dbcc-9208-482c-a39a-86ad35e187ab,1964-08-20,,999-96-6784,S99969411,X15356865X,Mrs.,Bryanna1,Shields502,,Corwin846,M,white,portuguese,F,Conneaut,102 Brakus Pathway Marion Ohio 43302 US,0
fcb3b71e-dde0-4934-b06f-b555faed38a3,1965-01-09,,999-66-1524,S99926099,X59791000X,Mrs.,Eloisa55,Arreola736,,Gallegos952,M,black,west_indian,F,Dayton,598 Kunde Ranch Sycamoreship Ohio  US,0
ff9eb850-4fee-41b0-ac41-795f648c3f50,1985-07-27,,999-29-4413,S99990583,X50233012X,Mr.,Kenny207,Stiedemann542,,,M,white,french,M,Nelsonville,720 Hessel Mill Columbus Ohio 43002 US,1
926f0e4f-2241-463c-8dfb-ffe37bcfe6ed,1935-12-28,1988-12-30,999-38-8315,S99949016,X11119095X,Mrs.,Toshiko149,Rolfson709,,Schulist381,M,white,irish,F,Cleveland,468 Konopelski Village Apt 21 Bucyrus Ohio 44820 US,0
8a4d581b-e344-4f10-a6a5-d359839b01c0,1956-10-26,2017-09-15,999-90-9314,S99952681,X64201913X,Mr.,Rolando809,Bernier607,,,S,white,english,M,Findlay,1005 Ryan Corner Suite 35 Akron Ohio 44203 US,0
1292e602-e8fb-4372-94c6-4b541120a645,1988-01-07,,999-21-7152,S99977969,X26119008X,Mr.,Wilbert25,Cummings51,,,S,white,german,M,Upper Arlington,561 Cummerata Camp Columbus Ohio 43002 US,1
ff170344-8a1a-4c8e-89b0-071a47e338a0,1979-04-04,,999-57-1111,S99984201,X86846137X,Ms.,Janet238,Bauch723,,,S,white,irish,F,Franklin,240 Kreiger Approach Akron Ohio 44203 US,1
96242e58-8fef-468a-906b-90f2ee7486d5,1974-08-06,,999-47-9141,S99970196,X50751666X,Ms.,Barbara209,Santana368,,,S,black,dominican,F,Portership,1004 McKenzie Key Suite 15 Sylvania Ohio 43560 US,0
b926d910-6fda-42fa-8cd4-10e1e80d070f,2011-05-02,,999-43-8840,,,,Lesli455,Herzog843,,,,white,irish,F,Rochester village,768 Gusikowski Parade Suite 21 Pulaskiship Ohio  US,0
d484a140-ca73-4990-811b-55b04d6b9e23,1991-08-26,,999-57-7172,S99931794,X27776026X,Ms.,Shonta375,Champlin946,,,,white,portuguese,F,Ohioship,762 Gutkowski Burg Apt 76 New Jaspership Ohio  US,0
a1efea6b-bd69-4afe-979c-bc57edab5227,1978-04-13,,999-72-5250,S99927715,X460901X,Mrs.,Izola651,Hodkiewicz467,,Wehner319,M,white,german,F,Columbus,1021 Doyle Lane Bucyrus Ohio 44820 US,0
e61677bf-24d9-4100-b06c-6e638527e286,1926-08-05,2008-04-24,999-66-8800,S99956711,X41853234X,Ms.,Daysi106,Stracke611,,,S,white,english,F,Findlay,633 Ferry Ferry Apt 15 Delhiship Ohio  US,1
111f517e-9dbc-492d-acbd-96d2e06d59b5,1976-09-26,,999-58-7813,S99923060,X12226886X,Mrs.,Trinh357,McLaughlin530,,Rowe323,M,black,african,F,Tiffin,758 Hand Haven Apt 14 Toledo Ohio 43537 US,0
0206dc53-5a67-4622-9bdd-8221ffcdee7e,2006-02-12,,999-64-4619,,,,Ruthie901,Cronin387,,,,white,french_canadian,F,Millersburg village,870 Schuppe Ferry Delhiship Ohio  US,0
0b32718f-f3d5-4d38-9c42-0c2e67ed3872,1978-08-02,,999-55-7988,S99966113,X50069768X,Mr.,Alfredo17,Hansen121,,,S,white,french,M,Jackson,931 Feest Club Suite 57 Highland Heights Ohio 44143 US,1
10084839-7dbd-4196-a2ad-68b9781f591d,1931-10-29,2002-10-24,999-95-5402,S99960331,X2439550X,Mr.,Irvin970,Pacocha935,,,M,black,dominican,M,Elyria,771 Bode Bridge Suite 14 Sycamoreship Ohio  US,0
52453436-f512-481f-b9c1-83e36076b767,1977-01-27,,999-18-9154,S99951021,X20204140X,Mr.,Jackie93,Stanton715,,,S,white,irish,M,New Franklin,952 Gulgowski Street Centerville Ohio 45685 US,0
72c2d513-71cc-447b-8960-6d56676dafe7,1955-08-16,,999-98-1046,S99910985,X85868428X,Mr.,Ramiro608,Kohler843,,,M,white,french,M,Columbus,351 Ziemann Annex Apt 52 Akron Ohio 44203 US,0
c5c7f266-62a0-4fef-94e9-e7be7629d1ea,2008-02-27,,999-45-3136,,,,Harley673,Kozey370,,,,white,french,M,Munroe Falls,167 Bartoletti Alley Sycamoreship Ohio  US,0
1c72aaad-2545-4983-b6fa-ae207a666fac,2009-02-27,,999-59-6830,,,,Seth414,Schiller186,,,,white,english,M,Worthington,849 Effertz Wynd Canton Ohio 44641 US,0
444e6925-582f-4814-86c4-76f6b72708ae,1935-07-01,2001-10-08,999-17-5544,S99931450,X23053077X,Mr.,Leonard963,Huel628,,,S,white,irish,M,Mayfield village,175 Abernathy Promenade Unit 70 Columbus Ohio 43002 US,0
08838542-e34f-4fa8-8add-b1a049e913fa,1995-04-19,,999-77-3478,S99943665,X26035585X,Ms.,Sonia106,Carreón894,,,,black,west_indian,F,Washington Court House,751 Welch Extension Toledo Ohio 43537 US,1
05db0108-72fe-497f-a454-12a72464532c,1935-06-17,1989-10-02,999-35-8651,S99956406,X33116054X,Mrs.,Evelia928,Stroman228,,Hessel84,M,white,swedish,F,Ravenna,338 Pagac Branch Suite 0 Mansfield Ohio 44901 US,1
3d16147f-9968-48fc-ab62-4062af5c14d6,1954-07-27,,999-31-6509,S99985290,X29652126X,Mr.,Florentino8,Roob72,,,M,white,italian,M,Macedonia,1002 Schmitt Well Suite 73 Andersonship Ohio  US,1
6908554a-af12-4f92-a50e-347ccea2a14d,1951-01-04,,999-86-9999,S99953229,X14822232X,Mr.,Anton902,Nicolas769,,,M,white,german,M,Smithville village,622 Ebert Viaduct Suite 95 Beachwood Ohio 44122 US,1
8590d8a7-8168-4436-9fcb-be17725e4582,1960-08-24,,999-50-2052,S99942736,X49110900X,Mr.,Nestor901,Connelly992,,,M,white,french_canadian,M,Reading,700 Bailey Boulevard Piqua Ohio 45356 US,0
39a6441f-d5ce-43df-a4a5-35a4693f771f,1982-02-03,,999-74-4700,S99955380,X26116675X,Mr.,Hong136,Tromp100,,,M,black,african,M,Greenville,485 Rutherford Brook Willowick Ohio 44092 US,0
65b94330-c261-4a8f-ab2e-821410b5c680,2003-11-20,,999-98-7194,,,,Logan497,Cremin516,,,,white,swedish,M,Mad Rivership,588 Sawayn Village Apt 17 Forest Park Ohio 45231 US,0
52644a0e-5646-4e58-8269-728da5c3f07b,2000-01-06,,999-66-2599,S99995717,,Ms.,Na515,Ruecker817,,,,white,irish,F,Concordship,724 O'Connell Trafficway Van Burenship Ohio  US,0
1b702ab1-b42e-4fa0-b941-8d314bf9c676,1983-01-10,,999-39-3397,S99991483,X73248925X,Ms.,Oralia106,Franecki195,,,S,white,russian,F,Swanship,1061 Hermann Station Apt 23 Mansfield Ohio 44901 US,0
cfaa94ae-c730-421f-bc55-1918b6971d0e,1986-09-04,,999-80-2976,S99979611,X5483489X,Mrs.,Tamatha836,Kohler843,,Wisoky380,M,white,swedish,F,Starrship,854 Hoppe Wall Mansfield Ohio 44901 US,1
fdb04d79-d3fd-4cda-b047-8d40ccceccb7,1943-08-04,,999-20-6658,S99911214,X58407089X,Mr.,Cesar434,Williamson769,,,M,white,english,M,Muskingumship,264 Sauer Gardens Unit 17 Akron Ohio 44203 US,1
43fbcb7b-f53a-41d6-ad8a-8a775e518f54,2017-12-29,,999-19-5759,,,,Ceola914,Connelly992,,,,black,african,F,Middleburg Heights,412 Bogan Parade Apt 37 Pepper Pike Ohio 44122 US,0
3a28858a-c6ce-41ff-943d-8aa2a5b7a6b3,1961-03-03,,999-22-7087,S99971927,X70501699X,Mrs.,Lyla842,Hodkiewicz467,,Feeney44,M,white,english,F,Dayton,722 Davis Forge Unit 34 Columbus Ohio 43002 US,1
ab43cb7d-721b-4b07-b2d9-21fc3ef697cb,2003-03-28,,999-19-4637,,,,Kristofer887,Grimes165,,,,white,italian,M,Stryker village,1008 Mills Avenue Hiramship Ohio  US,1
fc53422e-4f8c-4705-96ce-f7c646d9ac54,1987-10-14,,999-12-5386,S99943333,X3632014X,Mr.,Bruno518,Jaskolski867,,,M,white,english,M,Cleveland,915 Jones Quay Suite 66 Cincinnati Ohio 45202 US,0
41e9d9e5-74ad-4190-bddc-9d8174863d6e,1969-05-24,,999-59-7851,S99982066,X88942216X,Mr.,Odell776,Feil794,,,M,white,german,M,Greenwichship,474 Bashirian Camp Delhiship Ohio  US,0
65790174-77b9-4d00-8b15-82cce862849d,1963-04-09,,999-80-2736,S99957451,X54205525X,Mr.,Russell422,Thiel172,,,M,white,english,M,Mayfield Heights,129 Fahey Annex Suite 91 Mansfield Ohio 44901 US,0
80ca7987-8d72-453b-84a1-494852f99486,1961-06-09,2003-10-17,999-22-3305,S99960883,X20958046X,Mr.,Harlan808,Rice937,,,M,white,french,M,London,317 Jacobi Branch Columbus Ohio 43002 US,0
7ed7d0ee-8c56-4ee6-9ac3-ad6b8db6ad6b,1960-10-30,,999-63-4661,S99916162,X5471367X,Mrs.,Dortha70,Mante251,,Hodkiewicz467,M,white,english,F,Jamestown village,1060 Dicki Junction Mentor Ohio 44060 US,0
ea926e7c-5a9d-485c-9a5e-1275bf5dd678,1969-02-18,,999-21-5989,S99943803,X85839216X,Mr.,Ernie189,DuBuque211,,,M,white,scottish,M,Parma Heights,497 Huel Bridge Suite 66 Dayton Ohio 45377 US,1
d1d61d05-7fd9-4b46-bb87-e03909219eea,1974-07-27,,999-21-4876,S99934504,X58054048X,Mr.,Xavier983,Mertz280,,,M,white,italian,M,Parma,570 Romaguera Trafficway Cleveland Heights Ohio 44106 US,1
4be82d0a-d502-4ddf-8dbb-eb55355dea24,1966-07-21,,999-39-3105,S99948762,X44300394X,Mrs.,Magdalena964,Gaitán874,,Curiel392,M,black,west_indian,F,Cleveland,968 Welch Union Apt 46 Toledo Ohio 43537 US,0
d697cc96-86bc-43e9-9696-8cdb86f6f28c,2003-09-06,,999-16-4934,,,,Roosevelt595,Flatley871,,,,white,irish,M,Lorain,135 Grant Dam Cleveland Ohio 44101 US,0
e6592010-318b-4862-ab92-3a3d561862bc,1937-09-06,,999-63-1654,S99946919,X52682341X,Ms.,Tawana222,Roberts511,,,S,white,portuguese,F,Pleasant Hill village,133 Rippin Pathway Nileship Ohio  US,0
da73a236-6351-4fd1-a67f-a212ae6725ac,1962-06-05,,999-15-5225,S99982922,X39453353X,Ms.,Isis628,Heller342,,,S,white,irish,F,Lebanon,709 Bergstrom Trailer Columbus Ohio 43002 US,0
5a9c3d89-077b-438f-afca-7c630ec4ba6a,1952-10-16,,999-43-7864,S99922960,X40116375X,Mrs.,Kaye394,Wilkinson796,,Kovacek682,M,white,irish,F,Kettering,1093 Walker Orchard Maple Heights Ohio 44125 US,1
441829fb-596b-44e6-8fdc-b192e74b9059,1953-12-05,,999-82-9872,S99942023,X60996848X,Mrs.,Tawny381,Sanford861,,Hodkiewicz467,M,white,irish,F,Beavercreek,141 Konopelski Port Apt 57 Cincinnati Ohio 45202 US,1
d5cb8484-a61a-48cf-b3a8-b9b2ab17bb20,2006-12-09,,999-62-8715,,,,Rosario163,Cisneros174,,,,black,dominican,F,North Royalton,1013 Schoen Dale Yellow Creekship Ohio  US,1
bf19271f-72a5-4afb-8808-745f51fc8899,1977-10-15,,999-67-5844,S99997151,X14607180X,Mrs.,Thi53,Reichel38,,McLaughlin530,M,black,west_indian,F,Fremont,583 Ullrich Crossing Solon Ohio 44022 US,1
b6071eae-a98f-4be0-99ad-eb20feeac0f7,2002-05-11,,999-13-5919,S99974398,,,Georgeann302,Baumbach677,,,,white,irish,F,Gahanna,586 Towne Grove Suite 4 Bellbrook Ohio 45305 US,0
7a547aaf-d276-4660-8693-f3c94fc3b98a,1953-09-07,,999-43-6575,S99976149,X30193527X,Mrs.,Krishna674,McGlynn426,,Reynolds644,M,black,west_indian,F,Chesterhill village,1002 Hartmann Road Toledo Ohio 43537 US,1
a40dd6fb-0796-4965-81c5-8c929a2b5d51,1956-10-31,,999-62-1785,S99927012,X80014726X,Mr.,Quinn173,Auer97,,,M,black,african,M,Ravenna,440 Swift Vista Olmsted Falls Ohio 44017 US,0
c397df49-e31f-4061-9332-ac2fbb6a0133,1940-01-15,,999-66-2729,S99916323,X46216049X,Mrs.,Ayako221,Fisher429,,Marquardt819,M,white,german,F,Columbus,932 Russel Extension Unit 14 Perrysburg Ohio 43551 US,0
c6b3a3e0-d547-43b1-9207-e6a83d9a165a,1974-08-09,,999-12-8675,S99916733,X65957622X,Mrs.,Roxy374,Roberts511,,Rohan584,M,white,french,F,Congressship,532 Veum Parade Cleveland Ohio 44101 US,1
eed3d4a8-6480-4d2c-b1f9-88b807794001,1962-04-13,,999-13-8096,S99930892,X46344651X,Mrs.,Shanna635,Larson43,,Connelly992,M,white,irish,F,Wooster,317 Kohler Brook Suite 2 Brunswick Ohio 44212 US,0
e5c90f21-a0ff-47b4-b5f5-7be354aa63c6,2018-03-21,,999-50-5917,,,,Stefania815,Marks830,,,,white,italian,F,Lorain,284 Watsica Dale Suite 68 Grandview Heights Ohio 43212 US,0
8eda42a6-60ed-4236-9189-d79cdc41e3bb,2009-05-12,,999-23-9749,,,,Roosevelt595,Volkman526,,,,white,irish,M,Columbus,810 O'Hara Hollow Suite 67 Adamsship Ohio  US,0
51d98f8e-ade9-4428-a014-0c6918bce5c8,2000-09-01,,999-24-7448,S99913837,,,Jacalyn740,Block661,,,,white,polish,F,Akron,278 Weissnat Walk Suite 71 Brunswick Ohio 44212 US,0
3e0c5e1d-02bf-419e-968f-d258a3220c8f,1988-11-13,,999-38-3815,S99975028,X82533320X,Mrs.,Marlyn309,Breitenberg711,,Gutkowski940,M,white,irish,F,Charlestownship,142 Gleichner Rapid Columbus Ohio 43002 US,0
c711e1a4-28f5-4256-bc08-011711d646e8,2007-08-21,,999-89-3647,,,,Daryl568,Torp761,,,,white,irish,F,Eatonship,831 Tromp Tunnel Apt 56 Columbus Ohio 43002 US,1
6b3f3de2-cfed-49d0-8dea-9c73f688456f,2000-10-26,,999-37-4885,S99914824,,,Juan88,Collier206,,,,white,portuguese,M,Kettering,465 Emard Rest Columbus Ohio 43002 US,0
